# Result from 11 repetitions: median
#       ./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/sq-bst_internal./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/sq-bst_external./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-bst_bronson./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-bst-drachsler./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lf-bst_ellen./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lf-bst-howley./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lf-bst-aravind
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
28      103111900   48.67   13.63       132629544   53.21   14.90       68817750    47.22   13.22       66204996    23.75   6.65        69910489    52.39   14.67       70753209    42.75   11.97       86973997    49.75   13.93       
29      105822800   48.22   13.98       135053259   52.31   15.17       71068402    47.08   13.65       67958675    23.54   6.83        71688863    51.87   15.04       72143990    42.09   12.20       89234628    49.28   14.29       
30      108240841   47.68   14.30       138238973   51.76   15.53       73187707    46.87   14.06       68752658    23.02   6.91        73650110    51.51   15.45       73609479    41.51   12.45       91209091    48.69   14.61       
31      110938117   47.29   14.66       141274068   51.19   15.87       75149214    46.57   14.44       70630441    22.89   7.09        75030465    50.78   15.74       74873066    40.86   12.67       93566799    48.34   14.99       
32      113443071   46.85   14.99       144811604   50.83   16.27       77038761    46.25   14.80       71636632    22.49   7.20        76975741    50.47   16.15       76403319    40.39   12.93       95804806    47.95   15.34       
33      116103670   46.49   15.34       148068540   50.40   16.63       79012835    46.00   15.18       73410328    22.35   7.37        78376578    49.83   16.45       77292811    39.62   13.08       97912615    47.52   15.68       
34      118081955   45.90   15.60       151456146   50.04   17.01       80844185    45.68   15.53       74436311    21.99   7.48        80337530    49.58   16.86       78586949    39.10   13.29       99891597    47.05   16.00       
35      120837803   45.62   15.97       157281318   50.48   17.67       83051351    45.59   15.96       75513289    21.67   7.59        82190137    49.27   17.25       79472502    38.41   13.44       101994789   46.67   16.33       
36      123265023   45.25   16.29       159313464   49.71   17.90       85070012    45.40   16.34       77113997    21.52   7.75        83385839    48.60   17.50       80940799    38.04   13.69       104172645   46.34   16.68       
37      125999630   45.00   16.65       161615875   49.07   18.15       87174444    45.27   16.75       77999675    21.18   7.84        85678476    48.59   17.98       81753496    37.38   13.83       106199968   45.97   17.01       
