# Result from 11 repetitions: median
#       ./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/sq-ht./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-ht_lazy_gl_no_ro./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-ht_lazy_gl./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-ht_pugh_gl_no_ro./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-ht_pugh_gl./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-ht_copy_no_ro./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-ht_copy./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-ht_java_no_ro./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-ht_java
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
30      434710279   52.01   15.60       360904959   46.85   14.05       370462342   47.82   14.34       360888211   44.91   13.47       373390216   46.22   13.87       335269842   38.42   11.53       361194773   40.31   12.09       273895480   23.42   7.03        306847911   26.32   7.89        
31      447206659   51.78   16.05       370971138   46.60   14.45       381847589   47.70   14.79       370255420   44.59   13.82       383276931   45.92   14.23       342713678   38.01   11.78       371887811   40.17   12.45       278995910   23.08   7.16        313576306   26.03   8.07        
32      459636069   51.56   16.50       381153634   46.38   14.84       390907748   47.30   15.14       379540672   44.28   14.17       393711529   45.69   14.62       349829239   37.58   12.03       381683220   39.94   12.78       284041669   22.77   7.29        319930273   25.72   8.23        
33      472103593   51.35   16.95       390845828   46.12   15.22       402162292   47.19   15.57       389969458   44.11   14.56       403967086   45.46   15.00       358600321   37.36   12.33       391163606   39.69   13.10       289800085   22.53   7.43        326243822   25.44   8.39        
34      484873913   51.19   17.40       400458791   45.86   15.59       412786944   47.01   15.98       399058866   43.82   14.90       414594660   45.29   15.40       366849315   37.09   12.61       401898984   39.58   13.46       295231690   22.27   7.57        333870706   25.26   8.59        
35      497275758   51.00   17.85       410874665   45.71   16.00       423263098   46.83   16.39       409936645   43.72   15.30       425622824   45.16   15.81       375071715   36.84   12.89       411813128   39.40   13.79       300630770   22.03   7.71        340704344   25.05   8.77        
36      510463059   50.90   18.32       421206243   45.56   16.40       434486284   46.73   16.82       419912479   43.54   15.68       435005825   44.88   16.16       383891110   36.66   13.20       421998942   39.25   14.13       306736410   21.85   7.87        347625761   24.84   8.94        
37      523153199   50.75   18.78       431777391   45.44   16.81       444586730   46.53   17.22       430482194   43.43   16.07       447115835   44.88   16.61       393715793   36.58   13.54       431502335   39.05   14.45       313444206   21.73   8.04        355101789   24.69   9.14        
38      536399446   50.67   19.25       441779037   45.27   17.20       455494888   46.41   17.64       440006967   43.23   16.43       456957777   44.66   16.97       402627943   36.43   13.84       441510147   38.90   14.78       319424927   21.56   8.19        362725406   24.56   9.33        
39      549334872   50.56   19.72       451466302   45.08   17.58       465919606   46.26   18.04       450724676   43.14   16.83       468377172   44.60   17.39       411143789   36.24   14.14       452988198   38.89   15.17       325884945   21.43   8.36        369164255   24.35   9.50        
40      562595492   50.49   20.19       462414622   45.02   18.01       477405429   46.22   18.49       460300242   42.96   17.18       479511899   44.52   17.81       407688215   35.04   14.02       444171635   37.18   14.87       329167113   21.11   8.44        375423944   24.15   9.66        
41      562787734   49.27   20.20       419150179   39.81   16.32       450049115   42.50   17.43       420687689   38.30   15.70       453943727   41.12   16.86       348577045   29.23   11.98       415387150   33.92   13.91       274177956   17.15   7.03        343679070   21.57   8.84        
42      562905209   48.11   20.21       364683670   33.81   14.20       404325338   37.28   15.66       366140135   32.54   13.67       408955429   36.16   15.19       286356075   23.44   9.84        373812171   29.80   12.52       229091205   13.99   5.88        311815867   19.10   8.02        
43      562228197   46.93   20.18       336017462   30.43   13.08       382888520   34.48   14.83       335139856   29.10   12.51       388451555   33.55   14.43       251935353   20.14   8.66        351868561   27.40   11.78       208921282   12.46   5.36        293409744   17.56   7.55        
44      562307433   45.87   20.18       295129480   26.12   11.49       353319184   31.09   13.68       298412707   25.32   11.14       359832477   30.37   13.36       201244670   15.72   6.92        309881133   23.58   10.38       185272942   10.80   4.75        274493805   16.05   7.06        
45      561761574   44.81   20.16       257044422   22.24   10.01       312776712   26.91   12.11       253227324   21.01   9.45        334836439   27.63   12.44       163068244   12.46   5.61        276163042   20.55   9.25        168993145   9.63    4.33        263627698   15.07   6.78        
46      561663228   43.83   20.16       237171279   20.08   9.24        328623034   27.66   12.72       233573433   18.96   8.72        334113858   26.97   12.41       168845079   12.62   5.80        284972519   20.74   9.54        151221090   8.43    3.88        245865989   13.75   6.33        
47      561087377   42.85   20.14       208835683   17.30   8.13        303816754   25.03   11.76       208283374   16.54   7.78        299222414   23.64   11.11       140390608   10.27   4.83        258843821   18.44   8.67        145078345   7.92    3.72        234009024   12.81   6.02        
48      560828759   41.94   20.13       195175976   15.83   7.60        282444722   22.78   10.94       182948183   14.23   6.83        283055537   21.90   10.51       117335255   8.40    4.03        245130732   17.10   8.21        129937421   6.94    3.33        222802690   11.94   5.73        
