# Result from 11 repetitions: median
#       ./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/sq-ht./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-ht_lazy_gl_no_ro./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-ht_lazy_gl./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-ht_pugh_gl_no_ro./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-ht_pugh_gl./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-ht_copy_no_ro./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-ht_copy./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-ht_java_no_ro./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-ht_java
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
1       27858325    100.00  1           25680699    100.00  1           25825202    100.00  1           26787549    100.00  1           26926372    100.00  1           29086919    100.00  1           29866497    100.00  1           38986778    100.00  1           38867205    100.00  1           
2       50534487    90.70   1.81        45866353    89.30   1.79        45978672    89.02   1.78        47074459    87.87   1.76        47694966    88.57   1.77        49101208    84.40   1.69        50537731    84.61   1.69        51081007    65.51   1.31        53563112    68.91   1.38        
3       73569645    88.03   2.64        66529068    86.35   2.59        66763459    86.17   2.59        68009642    84.63   2.54        69010426    85.43   2.56        71285837    81.69   2.45        74211698    82.83   2.48        71489897    61.12   1.83        75835397    65.04   1.95        
4       97086166    87.12   3.48        87388086    85.07   3.40        87443761    84.65   3.39        89239964    83.28   3.33        91116012    84.60   3.38        93496676    80.36   3.21        97985576    82.02   3.28        92328479    59.20   2.37        98171486    63.15   2.53        
5       119062112   85.48   4.27        107364629   83.62   4.18        107817404   83.50   4.17        109836858   82.01   4.10        112154898   83.30   4.17        114674817   78.85   3.94        120615872   80.77   4.04        112373305   57.65   2.88        119333390   61.41   3.07        
6       141927019   84.91   5.09        127990511   83.07   4.98        128976052   83.24   4.99        130471121   81.18   4.87        132905245   82.26   4.94        135548214   77.67   4.66        142709821   79.64   4.78        131493888   56.21   3.37        139820354   59.96   3.60        
7       163989269   84.09   5.89        148172236   82.43   5.77        149200601   82.53   5.78        151097752   80.58   5.64        153500413   81.44   5.70        156094992   76.66   5.37        164448550   78.66   5.51        150892635   55.29   3.87        160234563   58.89   4.12        
8       186191758   83.54   6.68        168228868   81.88   6.55        168908301   81.76   6.54        170861239   79.73   6.38        174133185   80.84   6.47        176428659   75.82   6.07        185654265   77.70   6.22        170096008   54.54   4.36        180256729   57.97   4.64        
9       207673277   82.83   7.45        187490100   81.12   7.30        188733580   81.20   7.31        190516107   79.02   7.11        193939825   80.03   7.20        196054805   74.89   6.74        206350793   76.77   6.91        187547464   53.45   4.81        198374324   56.71   5.10        
10      231011874   82.92   8.29        208929175   81.36   8.14        209879028   81.27   8.13        211941526   79.12   7.91        215843169   80.16   8.02        217351649   74.72   7.47        228011852   76.34   7.63        209966396   53.86   5.39        222225840   57.18   5.72        
11      199877047   65.23   7.17        176552658   62.50   6.87        178270058   62.75   6.90        179272324   60.84   6.69        182466126   61.60   6.78        177749925   55.55   6.11        186909745   56.89   6.26        168723512   39.34   4.33        179302843   41.94   4.61        
12      198169939   59.28   7.11        171811143   55.75   6.69        173987153   56.14   6.74        173405205   53.94   6.47        176922814   54.76   6.57        167080904   47.87   5.74        177038169   49.40   5.93        151660609   32.42   3.89        164369699   35.24   4.23        
13      204895342   56.58   7.35        175571799   52.59   6.84        178570526   53.19   6.91        176685651   50.74   6.60        181015113   51.71   6.72        167434378   44.28   5.76        178958251   46.09   5.99        147249911   29.05   3.78        161639552   31.99   4.16        
14      215373589   55.22   7.73        183459089   51.03   7.14        186964729   51.71   7.24        184327260   49.15   6.88        189540787   50.28   7.04        173147079   42.52   5.95        186432124   44.59   6.24        148973830   27.29   3.82        164997819   30.32   4.25        
15      227557214   54.46   8.17        193175947   50.15   7.52        197234616   50.92   7.64        193860903   48.25   7.24        199679294   49.44   7.42        180858669   41.45   6.22        195600919   43.66   6.55        153742567   26.29   3.94        170962157   29.32   4.40        
16      240769651   54.02   8.64        203846504   49.61   7.94        208351145   50.42   8.07        204164582   47.64   7.62        211118262   49.00   7.84        190021861   40.83   6.53        206257534   43.16   6.91        160045955   25.66   4.11        178064679   28.63   4.58        
17      254686432   53.78   9.14        215155377   49.28   8.38        220240330   50.17   8.53        215383399   47.30   8.04        223388351   48.80   8.30        199950075   40.44   6.87        217412984   42.82   7.28        167249806   25.23   4.29        186617911   28.24   4.80        
18      268720678   53.59   9.65        226811285   49.07   8.83        232172369   49.95   8.99        227045022   47.09   8.48        235047282   48.50   8.73        210682874   40.24   7.24        228991133   42.60   7.67        175038021   24.94   4.49        195442052   27.94   5.03        
19      282541790   53.38   10.14       238623937   48.91   9.29        244323297   49.79   9.46        238799321   46.92   8.91        247345708   48.35   9.19        221519450   40.08   7.62        240914717   42.45   8.07        182900981   24.69   4.69        204057098   27.63   5.25        
20      297214551   53.34   10.67       250687672   48.81   9.76        256860060   49.73   9.95        250836412   46.82   9.36        260042984   48.29   9.66        232413844   39.95   7.99        252614301   42.29   8.46        191611491   24.57   4.91        213803505   27.50   5.50        
21      310531631   53.08   11.15       261296707   48.45   10.17       268075496   49.43   10.38       261618095   46.51   9.77        270771340   47.89   10.06       242340415   39.67   8.33        263277850   41.98   8.82        199585290   24.38   5.12        223308662   27.36   5.75        
22      324091729   52.88   11.63       272142457   48.17   10.60       279247419   49.15   10.81       271590708   46.08   10.14       281573000   47.53   10.46       252077366   39.39   8.67        274009923   41.70   9.17        207663018   24.21   5.33        232285401   27.17   5.98        
23      337692353   52.70   12.12       283454054   47.99   11.04       290648102   48.93   11.25       282439814   45.84   10.54       292870429   47.29   10.88       262328536   39.21   9.02        284983792   41.49   9.54        215586852   24.04   5.53        241723375   27.04   6.22        
24      351279644   52.54   12.61       294020018   47.70   11.45       302103391   48.74   11.70       293877989   45.71   10.97       304493038   47.12   11.31       271968876   38.96   9.35        296138405   41.31   9.92        223947310   23.93   5.74        250821748   26.89   6.45        
25      364884010   52.39   13.10       305287516   47.55   11.89       313263318   48.52   12.13       304252374   45.43   11.36       315270447   46.83   11.71       281996499   38.78   9.69        306841450   41.10   10.27       231939596   23.80   5.95        259224561   26.68   6.67        
26      378698689   52.28   13.59       316041511   47.33   12.31       324925130   48.39   12.58       316122834   45.39   11.80       326566351   46.65   12.13       291850730   38.59   10.03       317620085   40.90   10.63       240253163   23.70   6.16        269177582   26.64   6.93        
27      392591262   52.19   14.09       327430527   47.22   12.75       336495826   48.26   13.03       326885301   45.20   12.20       338691877   46.59   12.58       303098868   38.59   10.42       329336983   40.84   11.03       248622626   23.62   6.38        278642054   26.55   7.17        
28      406445582   52.11   14.59       339042384   47.15   13.20       347386482   48.04   13.45       338190827   45.09   12.62       350154997   46.44   13.00       313631502   38.51   10.78       340064633   40.66   11.39       257279015   23.57   6.60        288830086   26.54   7.43        
29      421041288   52.12   15.11       350332547   47.04   13.64       360300206   48.11   13.95       349925474   45.04   13.06       362144847   46.38   13.45       323966713   38.41   11.14       351199702   40.55   11.76       266118978   23.54   6.83        297767508   26.42   7.66        
