# Result from 1 repetitions: median
#       ./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/sq-ht./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-ht_coupling_gl./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-ht_lazy_gl./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-ht_pugh_gl./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-ht_copy./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lf-ht_rcu./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-ht_java./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-ht_tbb./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lf-ht
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
1       0           100.00  1           0           100.00  1           0           100.00  1           0           100.00  1           0           100.00  1           0           100.00  1           0           100.00  1           0           100.00  1           0           100.00  1           
2       0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        
3       0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        
4       0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        
5       0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        
6       0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        
7       0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        
8       0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        
9       0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        
10      0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        
11      0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        
12      0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        
13      0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        
14      0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        0           0.00    0.00        
