# Result from 11 repetitions: median
#   ./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/sq-ll./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-ll_lazy./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-ll_pugh./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-ll_copy./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lf-ll_harris./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lf-ll_michael./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lf-ll_harris_opt
#co get_s     get_f     put_s     put_f     rem_s     rem_f     get_s     get_f     put_s     put_f     rem_s     rem_f     get_s     get_f     put_s     put_f     rem_s     rem_f     get_s     get_f     put_s     put_f     rem_s     rem_f     get_s     get_f     put_s     put_f     rem_s     rem_f     get_s     get_f     put_s     put_f     rem_s     rem_f     get_s     get_f     put_s     put_f     rem_s     rem_f     
1   4708      4689      4772      4716      4695      4658      4742      4726      4767      4744      4773      4751      4749      4772      4819      4726      4808      4752      603       1164      6468      617       6348      1173      5663      5708      5810      5706      5748      5676      5337      5334      5448      5348      5400      5351      5443      5459      5504      5393      5408      5386      
2   10932     10902     11061     10947     10969     10957     11643     11723     11932     11609     11865     11692     11997     11876     12047     12030     12142     11932     721       1393      8933      731       8558      1408      12583     12576     12851     12661     12823     12577     12373     12342     12612     12465     12629     12372     12357     12266     12417     12293     12355     12246     
3   12815     12915     12941     12838     12933     12871     10693     10769     10899     10690     10917     10845     11590     11673     11854     11632     12005     11665     769       1499      10354     783       9969      1514      11483     11457     11659     11389     11659     11460     11397     11392     11661     11446     11646     11511     11418     11380     11534     11346     11547     11238     
4   13790     13831     13975     13807     13879     13853     9206      9228      9418      9267      9447      9225      9736      9728      9980      9846      10091     9762      835       1616      12183     850       11758     1636      10167     10080     10322     10187     10326     10022     9815      9831      10095     9864      10091     9880      10220     10226     10287     10049     10285     9975      
5   14481     14545     14634     14580     14499     14459     9363      9349      9556      9366      9588      9336      9674      9637      9903      9752      10031     9694      873       1703      14571     896       14115     1733      10186     10155     10423     10150     10365     10123     9611      9660      9894      9616      9919      9645      10214     10244     10096     9883      10091     9801      
6   15127     15137     15268     15146     15142     15086     9538      9493      9717      9522      9734      9500      9954      9931      10232     10037     10354     9954      930       1811      17398     957       16867     1848      10334     10356     10590     10318     10560     10296     9682      9630      9941      9727      9922      9631      10269     10302     10104     9812      10141     9852      
7   15073     15012     15162     15100     15048     15004     9576      9542      9778      9609      9797      9521      9879      9898      10145     9965      10259     9868      983       1911      20413     1017      19784     1959      10415     10466     10680     10441     10650     10432     9696      9701      9976      9691      9950      9714      10590     10545     10253     10023     10267     9977      
8   15201     15219     15283     15220     15232     15206     10035     10027     10258     10054     10270     10077     10437     10414     10688     10472     10804     10366     1056      2028      23736     1097      23032     2091      10957     10942     11174     10952     11161     10969     10295     10270     10551     10276     10532     10290     10971     10944     10631     10334     10651     10303     
9   14901     14872     14944     14914     14883     14923     10288     10327     10513     10284     10524     10299     10575     10541     10795     10644     10930     10544     1102      2113      29422     1161      28749     2191      11247     11187     11457     11223     11431     11162     10230     10212     10474     10197     10452     10235     11128     11195     10782     10527     10777     10480     
10  15095     15121     15218     15049     15115     15147     10628     10625     10802     10656     10809     10631     10885     10919     11075     10922     11196     10904     1094      2106      40559     1192      39708     2209      11242     11288     11497     11215     11449     11270     10514     10518     10789     10534     10761     10503     11126     11163     10759     10502     10776     10541     
11  16404     16415     16534     16496     16464     16371     11111     11093     11504     11126     11554     11112     11187     11203     11693     11289     11902     11221     2386      4718      52734     2510      50497     4850      11872     11851     12422     11857     12421     11854     11085     11106     11597     11103     11650     11119     12061     12006     11875     11340     11951     11275     
12  17223     17303     17335     17324     17336     17347     11344     11360     11783     11362     11846     11356     11447     11427     11980     11550     12266     11451     2713      5389      69215     2884      66366     5574      12262     12316     12869     12293     12862     12297     11391     11422     11942     11379     12008     11430     12227     12226     12150     11578     12188     11542     
13  18442     18354     18526     18370     18400     18409     11285     11285     11701     11263     11812     11297     11952     11899     12473     12132     12804     11916     0         0         0         0         0         0         12413     12478     13041     12409     13055     12479     11395     11412     12031     11402     12091     11428     12142     12153     12086     11511     12164     11463     
14  18890     18744     18876     18815     18832     18671     11823     11811     12314     11798     12370     11825     11784     11747     12333     11967     12669     11769     0         0         0         0         0         0         12589     12575     13260     12604     13222     12542     11592     11605     12245     11610     12290     11706     12305     12332     12302     11600     12371     11646     
15  18789     18847     18974     18791     18804     18891     11753     11718     12250     11794     12336     11722     11731     11722     12317     11876     12672     11698     0         0         0         0         0         0         12200     12162     12860     12186     12854     12148     11451     11468     12141     11494     12199     11486     12445     12392     12445     11774     12507     11740     
16  18070     17969     18112     18065     17980     17959     11524     11487     11993     11563     12096     11471     11972     11933     12530     12138     12920     11898     0         0         0         0         0         0         12489     12483     13152     12493     13163     12447     11839     11825     12507     11868     12542     11815     12642     12602     12636     11982     12707     11933     
17  17632     17721     17824     17651     17652     17707     11779     11726     12222     11798     12328     11751     11616     11618     12207     11747     12583     11618     0         0         0         0         0         0         12515     12506     13214     12518     13201     12475     11573     11555     12220     11589     12265     11586     12430     12419     12415     11756     12500     11728     
18  16665     16666     16809     16727     16673     16640     11645     11611     12096     11693     12222     11587     11973     11956     12567     12122     12963     11972     0         0         0         0         0         0         12251     12269     12950     12237     12941     12243     11565     11555     12258     11569     12301     11588     12500     12510     12515     11836     12580     11830     
19  15755     15739     15884     15777     15760     15755     11284     11300     11787     11290     11912     11283     11559     11555     12149     11689     12558     11531     0         0         0         0         0         0         12112     12109     12793     12113     12784     12122     11380     11392     12036     11363     12090     11410     12195     12231     12181     11572     12262     11555     
20  14964     15003     15133     14992     15002     14978     11236     11236     11716     11242     11846     11233     11663     11663     12235     11810     12665     11661     0         0         0         0         0         0         11996     12003     12703     11980     12697     12016     11250     11194     11918     11271     11956     11204     11937     11962     11928     11282     11991     11269     
21  14277     14296     14438     14292     14314     14307     11438     11438     11921     11458     12059     11408     11828     11841     12379     11993     12801     11865     0         0         0         0         0         0         12408     12396     13089     12432     13084     12378     11600     11611     12278     11605     12321     11610     12352     12347     12304     11639     12368     11663     
22  13965     13977     14063     13998     13961     13916     11934     11953     12425     11923     12575     11942     11821     11821     12373     11958     12798     11822     0         0         0         0         0         0         12630     12625     13321     12633     13310     12618     11845     11834     12521     11896     12545     11818     12497     12532     12516     11841     12550     11818     
23  13298     13256     13386     13333     13295     13264     12075     12087     12539     12104     12696     12088     12172     12194     12769     12326     13201     12199     0         0         0         0         0         0         12801     12784     13501     12802     13486     12752     11933     11949     12617     11916     12652     11929     12615     12595     12594     11945     12641     11888     
24  13061     13067     13171     13099     13056     13059     12222     12230     12684     12235     12851     12199     12100     12140     12699     12221     13146     12155     0         0         0         0         0         0         12855     12866     13563     12868     13538     12837     12290     12286     12989     12288     12997     12263     12816     12804     12826     12162     12847     12129     
25  12277     12283     12423     12296     12316     12263     12118     12138     12622     12124     12780     12159     12047     12046     12625     12176     13058     12044     0         0         0         0         0         0         12909     12939     13610     12887     13598     12933     12172     12204     12867     12175     12896     12216     13000     12998     13010     12338     13035     12316     
26  12316     12340     12447     12328     12344     12323     12254     12230     12705     12297     12870     12227     12227     12219     12810     12366     13251     12233     0         0         0         0         0         0         13032     13008     13710     13037     13701     12997     12443     12440     13120     12441     13137     12438     12926     12926     12921     12251     12961     12216     
27  12146     12155     12270     12188     12144     12139     12278     12248     12715     12291     12902     12230     12335     12376     12945     12470     13399     12389     0         0         0         0         0         0         12753     12773     13456     12742     13434     12762     12492     12477     13198     12495     13221     12475     12917     12936     12926     12245     12965     12255     
28  11547     11530     11651     11552     11530     11524     12307     12293     12760     12326     12945     12273     12418     12397     13009     12563     13477     12443     0         0         0         0         0         0         13082     13079     13771     13090     13764     13076     12405     12401     13104     12399     13127     12447     13077     13074     13112     12425     13132     12381     
29  11122     11094     11227     11139     11103     11074     12275     12268     12715     12283     12896     12264     12326     12291     12892     12464     13363     12329     0         0         0         0         0         0         13119     13085     13818     13077     13797     13091     12673     12692     13365     12674     13364     12688     13120     13121     13164     12525     13191     12437     
30  11009     11011     11141     11032     11019     10998     12372     12371     12849     12396     13026     12362     12417     12415     12992     12573     13470     12405     0         0         0         0         0         0         12987     12975     13680     12949     13659     12964     12603     12583     13289     12623     13288     12555     12932     12912     12977     12301     12994     12219     
31  10796     10802     10917     10817     10803     10804     12155     12144     12589     12170     12793     12143     12338     12316     12922     12509     13389     12308     0         0         0         0         0         0         13018     12995     13705     13006     13690     12974     12777     12749     13467     12793     13478     12755     12997     12994     13029     12359     13039     12294     
32  10567     10573     10696     10592     10576     10562     12338     12341     12815     12364     13005     12338     12439     12448     13036     12594     13521     12451     0         0         0         0         0         0         13021     13046     13743     12996     13720     13037     12734     12740     13440     12726     13438     12720     13079     13080     13107     12408     13138     12390     
33  10579     10583     10714     10594     10588     10570     12524     12518     12998     12535     13225     12530     12617     12647     13208     12773     13696     12650     0         0         0         0         0         0         13114     13116     13816     13129     13802     13101     12938     12948     13663     12975     13665     12935     13174     13194     13264     12561     13279     12557     
34  10480     10494     10620     10477     10497     10476     12462     12457     12956     12489     13185     12467     12488     12494     13102     12649     13605     12509     0         0         0         0         0         0         13196     13182     13901     13192     13878     13159     12924     12905     13640     12958     13628     12890     13109     13078     13167     12477     13176     12408     
35  10200     10201     10325     10207     10200     10205     12457     12449     12929     12457     13158     12448     12526     12539     13130     12663     13635     12595     0         0         0         0         0         0         13132     13139     13857     13122     13839     13107     12757     12739     13484     12775     13479     12747     13185     13170     13259     12575     13268     12504     
36  10082     10074     10219     10069     10088     10047     12338     12349     12825     12383     13059     12349     12415     12449     13032     12585     13545     12476     0         0         0         0         0         0         13086     13100     13822     13091     13801     13082     13008     13011     13736     13043     13734     12995     13105     13118     13186     12488     13186     12451     
37  10069     10073     10197     10064     10075     10067     12415     12429     12908     12436     13161     12421     12715     12703     13320     12862     13848     12719     0         0         0         0         0         0         12962     12937     13674     12977     13663     12882     12895     12870     13626     12927     13617     12863     13122     13091     13189     12487     13191     12405     
38  9935      9938      10083     9933      9950      9929      12356     12327     12825     12379     13082     12307     12479     12462     13080     12654     13611     12484     0         0         0         0         0         0         13004     12971     13722     12976     13705     12946     12864     12835     13607     12882     13599     12845     13114     13118     13212     12498     13214     12436     
39  9795      9795      9920      9804      9790      9798      12145     12133     12624     12176     12887     12109     12348     12325     12945     12504     13477     12347     0         0         0         0         0         0         13039     13016     13746     13059     13734     12985     12780     12751     13518     12792     13503     12743     12928     12905     13029     12326     13019     12207     
40  9870      9867      10006     9881      9863      9863      12394     12390     12897     12432     13169     12385     12291     12309     12902     12463     13440     12334     2378      4700      603303    11507     602803    13772     12921     12941     13648     12948     13641     12920     12646     12662     13404     12674     13388     12650     12882     12865     12949     12246     12957     12171     
41  9997      9992      10181     9904      9864      10049     12650     12648     13068     12693     13436     12555     12690     12700     13323     12721     13856     13111     2025      3985      58188171  996542    57757616  1081449   13123     13125     13921     13297     13769     12948     13099     13090     13938     13119     13613     13351     13222     13232     13277     12686     13281     12428     
42  10296     10273     10792     10078     10471     10561     12620     12644     13632     12834     13490     12853     12981     12944     13549     13666     13991     12599     1903      3730      87921680  1524039   86209975  1919971   13494     13371     14498     13371     14220     13456     13289     13255     14247     13305     13750     13235     13492     13579     13191     12997     13462     13195     
43  10514     10468     10723     10683     10400     10211     13182     13206     13253     13255     14956     12783     13379     13387     14005     13455     13958     13330     1818      3578      120778520 2311461   120777288 2007172   13735     13763     14378     13262     14738     13512     13516     13337     14468     13418     14004     13830     13921     13956     13409     12912     14241     13121     
44  10693     10645     11344     11360     10728     10452     13508     13544     14048     14052     13542     13165     12925     13021     14555     13040     15434     14784     1737      3448      187306597 2398481   190084991 3570011   14226     14010     14360     13698     15010     13638     13745     13832     14384     13674     15389     13898     14175     14215     14918     13269     14026     12728     
45  11033     10982     10888     11010     11106     11721     13361     13369     14618     14476     15276     13109     13786     13784     13879     14640     16573     14122     1764      3472      254549640 4312444   256277012 3108705   14486     14339     15826     14623     14403     14290     14018     14004     15637     13739     14908     14253     14588     14600     14211     13974     14799     13078     
46  11398     11348     11436     11341     11737     10841     13906     13805     14586     14953     14433     14832     13951     14061     14836     14751     15441     14451     2125      3305      188872120 4594627   192508888 3750747   14470     14618     15982     13885     14974     14679     14087     14314     15036     15655     14870     13939     14650     14702     14823     13731     15289     14048     
47  11426     11589     11059     11794     11277     11523     14331     14204     14422     14403     16213     14909     14523     14307     15160     14950     16048     14752     2604      3955      233753806 2953261   234707311 5300439   15024     14979     15072     15383     15373     15068     14342     14360     16291     14350     15409     14733     14922     14989     15514     14073     15058     14094     
48  11770     11634     11412     12558     11149     11627     14319     13977     15384     15746     14823     14684     14473     14287     14609     16179     16113     13898     8843      3276      308858791 6809831   309049395 4815771   15103     15216     15928     14593     16112     15201     14773     14763     16735     14000     16405     15335     15279     15334     15867     13607     14921     15467     
